REGION_CODE;REGION_NAME;CITY_CODE;CITY_NAME;COUNTRY_CODE
00;Alabama;00 - 00;CALHOUN;US
25;Cundinamarca;25 - 524;PANDI;CO
00;Alabama;00 - 01;LEE;US
05;Antioquia;05 - 002;ABEJORRAL;CO
00;Alabama;00 - 02;BIBB;US
76;Valle del Cauca;76 - 403;LA VICTORIA;CO
00;Alabama;00 - 03;BLOUNT;US
25;Cundinamarca;25 - 535;PASCA;CO
00;Alabama;00 - 04;CHILTON;US
05;Antioquia;05 - 021;ALEJANDRÍA;CO
00;Alabama;00 - 05;JEFFERSON;US
76;Valle del Cauca;76 - 520;PALMIRA;CO
00;Alabama;00 - 06;SHELBY;US
25;Cundinamarca;25 - 580;PULÍ;CO
00;Alabama;00 - 07;ST CLAIR;US
05;Antioquia;05 - 031;AMALFI;CO
00;Alabama;00 - 08;WALKER;US
76;Valle del Cauca;76 - 606;RESTREPO;CO
00;Alabama;00 - 09;RUSSELL;US
25;Cundinamarca;25 - 594;QUETAME;CO
00;Alabama;00 - 10;LAWRENCE;US
05;Antioquia;05 - 036;ANGELÓPOLIS;CO
00;Alabama;00 - 11;MORGAN;US
76;Valle del Cauca;76 - 622;ROLDANILLO;CO
00;Alabama;00 - 12;GENEVA;US
25;Cundinamarca;25 - 599;APULO;CO
00;Alabama;00 - 13;HENRY;US
05;Antioquia;05 - 040;ANORÍ;CO
00;Alabama;00 - 14;HOUSTON;US
76;Valle del Cauca;76 - 736;SEVILLA;CO
00;Alabama;00 - 15;COLBERT;US
25;Cundinamarca;25 - 645;SAN ANTONIO DEL TEQUENDAMA;CO
00;Alabama;00 - 16;LAUDERDALE;US
05;Antioquia;05 - 044;ANZA;CO
00;Alabama;00 - 17;ETOWAH;US
76;Valle del Cauca;76 - 828;TRUJILLO;CO
00;Alabama;00 - 18;LIMESTONE;US
25;Cundinamarca;25 - 653;SAN CAYETANO;CO
00;Alabama;00 - 19;MADISON;US
05;Antioquia;05 - 051;ARBOLETES;CO
00;Alabama;00 - 20;MOBILE;US
76;Valle del Cauca;76 - 845;ULLOA;CO
00;Alabama;00 - 21;AUTAUGA;US
25;Cundinamarca;25 - 662;SAN JUAN DE RÍO SECO;CO
00;Alabama;00 - 22;ELMORE;US
05;Antioquia;05 - 059;ARMENIA;CO
00;Alabama;00 - 23;LOWNDES;US
76;Valle del Cauca;76 - 250;VERSALLES;CO
00;Alabama;00 - 24;MONTGOMERY;US
25;Cundinamarca;25 - 736;SESQUILÉ;CO
76;Valle del Cauca;76 - 869;VIJES;CO
05;Antioquia;05 - 086;BELMIRA;CO
00;Alabama;00 - 25;GREENE;US
00;Alabama;00 - 26;HALE;US
00;Alabama;00 - 27;TUSCALOOSA;US
25;Cundinamarca;25 - 743;SILVANIA;CO
76;Valle del Cauca;76 - 892;YUMBO;CO
05;Antioquia;05 - 091;BETANIA;CO
00;Alabama;00 - 28;BALDWIN;US
00;Alabama;00 - 29;BARBOUR;US
00;Alabama;00 - 30;BULLOCK;US
25;Cundinamarca;25 - 754;SOACHA;CO
81;Arauca;81 - 001;ARAUCA;CO
05;Antioquia;05 - 101;CIUDAD BOLÍVAR;CO
00;Alabama;00 - 31;BUTLER;US
00;Alabama;00 - 32;CHAMBERS;US
00;Alabama;00 - 33;CHEROKEE;US
25;Cundinamarca;25 - 769;SUBACHOQUE;CO
81;Arauca;81 - 220;CRAVO NORTE;CO
05;Antioquia;05 - 113;BURITICÁ;CO
00;Alabama;00 - 34;CHOCTAW;US
00;Alabama;00 - 35;CLARKE;US
00;Alabama;00 - 36;CLAY;US
25;Cundinamarca;25 - 777;SUPATÁ;CO
81;Arauca;81 - 591;PUERTO RONDÓN;CO
05;Antioquia;05 - 125;CAICEDO;CO
00;Alabama;00 - 37;CLEBURNE;US
00;Alabama;00 - 38;COFFEE;US
00;Alabama;00 - 39;CONECUH;US
25;Cundinamarca;25 - 781;SUTATAUSA;CO
81;Arauca;81 - 794;TAME;CO
05;Antioquia;05 - 134;CAMPAMENTO;CO
25;Cundinamarca;25 - 793;TAUSA;CO
85;Casanare;85 - 010;AGUAZUL;CO
05;Antioquia;05 - 142;CARACOLÍ;CO
03;Arkansas;03 - 81;SALINE;US
03;Arkansas;03 - 82;CRITTENDEN;US
03;Arkansas;03 - 83;CLEVELAND;US
25;Cundinamarca;25 - 799;TENJO;CO
85;Casanare;85 - 125;HATO COROZAL;CO
05;Antioquia;05 - 147;CAREPA;CO
03;Arkansas;03 - 84;JEFFERSON;US
03;Arkansas;03 - 85;LINCOLN;US
03;Arkansas;03 - 86;MILLER;US
25;Cundinamarca;25 - 807;TIBIRITA;CO
85;Casanare;85 - 139;MANÍ;CO
05;Antioquia;05 - 150;CAROLINA;CO
03;Arkansas;03 - 87;ARKANSAS;US
03;Arkansas;03 - 88;ASHLEY;US
03;Arkansas;03 - 89;BAXTER;US
25;Cundinamarca;25 - 817;TOCANCIPÁ;CO
85;Casanare;85 - 225;NUNCHÍA;CO
05;Antioquia;05 - 172;CHIGORODÓ;CO
03;Arkansas;03 - 90;BOONE;US
03;Arkansas;03 - 91;BRADLEY;US
03;Arkansas;03 - 92;CALHOUN;US
25;Cundinamarca;25 - 839;UBALÁ;CO
85;Casanare;85 - 250;PAZ DE ARIPORO;CO
05;Antioquia;05 - 197;COCORNÁ;CO
03;Arkansas;03 - 93;CARROLL;US
03;Arkansas;03 - 94;CHICOT;US
03;Arkansas;03 - 95;CLARK;US
25;Cundinamarca;25 - 843;VILLA DE SAN DIEGO DE UBATE;CO
85;Casanare;85 - 279;RECETOR;CO
05;Antioquia;05 - 209;CONCORDIA;CO
03;Arkansas;03 - 96;CLAY;US
03;Arkansas;03 - 97;CLEBURNE;US
03;Arkansas;03 - 98;COLUMBIA;US
25;Cundinamarca;25 - 851;ÚTICA;CO
85;Casanare;85 - 315;SÁCAMA;CO
05;Antioquia;05 - 234;DABEIBA;CO
03;Arkansas;03 - 99;CONWAY;US
03;Arkansas;03 - 100;CROSS;US
03;Arkansas;03 - 101;DALLAS;US
25;Cundinamarca;25 - 867;VIANÍ;CO
85;Casanare;85 - 400;TÁMARA;CO
05;Antioquia;05 - 240;EBÉJICO;CO
03;Arkansas;03 - 102;DESHA;US
03;Arkansas;03 - 103;DREW;US
03;Arkansas;03 - 104;FULTON;US
25;Cundinamarca;25 - 873;VILLAPINZÓN;CO
85;Casanare;85 - 430;TRINIDAD;CO
05;Antioquia;05 - 264;ENTRERRIOS;CO
03;Arkansas;03 - 105;GREENE;US
03;Arkansas;03 - 106;HEMPSTEAD;US
03;Arkansas;03 - 107;HOT SPRING;US
25;Cundinamarca;25 - 878;VIOTÁ;CO
86;Putumayo;86 - 001;MOCOA;CO
05;Antioquia;05 - 282;FREDONIA;CO
03;Arkansas;03 - 108;HOWARD;US
03;Arkansas;03 - 109;INDEPENDENCE;US
03;Arkansas;03 - 110;IZARD;US
25;Cundinamarca;25 - 898;ZIPACÓN;CO
86;Putumayo;86 - 320;ORITO;CO
05;Antioquia;05 - 306;GIRALDO;CO
03;Arkansas;03 - 111;JACKSON;US
03;Arkansas;03 - 112;JOHNSON;US
03;Arkansas;03 - 113;LAFAYETTE;US
27;Chocó;27 - 001;QUIBDÓ;CO
86;Putumayo;86 - 569;PUERTO CAICEDO;CO
05;Antioquia;05 - 310;GÓMEZ PLATA;CO
03;Arkansas;03 - 114;LAWRENCE;US
03;Arkansas;03 - 115;LEE;US
03;Arkansas;03 - 116;LITTLE RIVER;US
27;Chocó;27 - 025;ALTO BAUDÓ;CO
86;Putumayo;86 - 573;LEGUÍZAMO;CO
05;Antioquia;05 - 315;GUADALUPE;CO
03;Arkansas;03 - 117;LOGAN;US
03;Arkansas;03 - 118;MARION;US
03;Arkansas;03 - 119;MISSISSIPPI;US
27;Chocó;27 - 073;BAGADÓ;CO
86;Putumayo;86 - 755;SAN FRANCISCO;CO
05;Antioquia;05 - 321;GUATAPE;CO
03;Arkansas;03 - 120;MONROE;US
03;Arkansas;03 - 121;MONTGOMERY;US
27;Chocó;27 - 077;BAJO BAUDÓ;CO
86;Putumayo;86 - 760;SANTIAGO;CO
05;Antioquia;05 - 353;HISPANIA;CO
27;Chocó;27 - 099;BOJAYA;CO
86;Putumayo;86 - 885;VILLAGARZÓN;CO
05;Antioquia;05 - 361;ITUANGO;CO
09;Florida;09 - 162;SEMINOLE;US
09;Florida;09 - 163;BREVARD;US
27;Chocó;27 - 150;CARMEN DEL DARIEN;CO
88;Archipiélago de San Andrés, Providencia y Santa Catalina;88 - 564;PROVIDENCIA;CO
05;Antioquia;05 - 368;JERICÓ;CO
09;Florida;09 - 164;BAY;US
09;Florida;09 - 165;ESCAMBIA;US
09;Florida;09 - 166;SANTA ROSA;US
27;Chocó;27 - 205;CONDOTO;CO
91;Amazonas;91 - 263;EL ENCANTO;CO
05;Antioquia;05 - 380;LA ESTRELLA;CO
09;Florida;09 - 167;MARTIN;US
09;Florida;09 - 168;ST LUCIE;US
09;Florida;09 - 169;CHARLOTTE;US
27;Chocó;27 - 250;EL LITORAL DEL SAN JUAN;CO
91;Amazonas;91 - 407;LA PEDRERA;CO
05;Antioquia;05 - 400;LA UNIÓN;CO
09;Florida;09 - 170;MANATEE;US
09;Florida;09 - 171;SARASOTA;US
09;Florida;09 - 172;GADSDEN;US
27;Chocó;27 - 372;JURADÓ;CO
91;Amazonas;91 - 460;MIRITI-PARANÁ;CO
05;Antioquia;05 - 425;MACEO;CO
09;Florida;09 - 173;JEFFERSON;US
09;Florida;09 - 174;LEON;US
09;Florida;09 - 175;WAKULLA;US
27;Chocó;27 - 425;MEDIO ATRATO;CO
91;Amazonas;91 - 536;PUERTO ARICA;CO
05;Antioquia;05 - 467;MONTEBELLO;CO
09;Florida;09 - 176;HERNANDO;US
09;Florida;09 - 177;HILLSBOROUGH;US
09;Florida;09 - 178;PASCO;US
27;Chocó;27 - 450;MEDIO SAN JUAN;CO
91;Amazonas;91 - 669;PUERTO SANTANDER;CO
05;Antioquia;05 - 480;MUTATÁ;CO
09;Florida;09 - 179;PINELLAS;US
09;Florida;09 - 180;INDIAN RIVER;US
09;Florida;09 - 181;BRADFORD;US
27;Chocó;27 - 495;NUQUÍ;CO
94;Guainía;94 - 001;INÍRIDA;CO
05;Antioquia;05 - 490;NECOCLÍ;CO
09;Florida;09 - 182;CALHOUN;US
09;Florida;09 - 183;CITRUS;US
09;Florida;09 - 184;COLUMBIA;US
27;Chocó;27 - 600;RÍO QUITO;CO
94;Guainía;94 - 663;MAPIRIPANA;CO
05;Antioquia;05 - 501;OLAYA;CO
09;Florida;09 - 185;DE SOTO;US
09;Florida;09 - 186;DIXIE;US
09;Florida;09 - 187;FLAGLER;US
27;Chocó;27 - 660;SAN JOSÉ DEL PALMAR;CO
94;Guainía;94 - 884;PUERTO COLOMBIA;CO
05;Antioquia;05 - 543;PEQUE;CO
09;Florida;09 - 188;FRANKLIN;US
09;Florida;09 - 189;GLADES;US
09;Florida;09 - 190;GULF;US
27;Chocó;27 - 787;TADÓ;CO
94;Guainía;94 - 886;CACAHUAL;CO
05;Antioquia;05 - 579;PUERTO BERRÍO;CO
09;Florida;09 - 191;HAMILTON;US
09;Florida;09 - 192;HARDEE;US
09;Florida;09 - 193;HENDRY;US
27;Chocó;27 - 810;UNIÓN PANAMERICANA;CO
94;Guainía;94 - 888;MORICHAL;CO
05;Antioquia;05 - 591;PUERTO TRIUNFO;CO
09;Florida;09 - 194;HIGHLANDS;US
09;Florida;09 - 195;HOLMES;US
09;Florida;09 - 196;JACKSON;US
41;Huila;41 - 006;ACEVEDO;CO
95;Guaviare;95 - 015;CALAMAR;CO
05;Antioquia;05 - 607;RETIRO;CO
09;Florida;09 - 197;LAFAYETTE;US
09;Florida;09 - 198;LEVY;US
09;Florida;09 - 199;LIBERTY;US
41;Huila;41 - 016;AIPE;CO
95;Guaviare;95 - 200;MIRAFLORES;CO
05;Antioquia;05 - 628;SABANALARGA;CO
09;Florida;09 - 200;MADISON;US
09;Florida;09 - 201;MONROE;US
41;Huila;41 - 026;ALTAMIRA;CO
97;Vaupés;97 - 161;CARURU;CO
05;Antioquia;05 - 642;SALGAR;CO
41;Huila;41 - 132;CAMPOALEGRE;CO
97;Vaupés;97 - 666;TARAIRA;CO
05;Antioquia;05 - 649;SAN CARLOS;CO
10;Georgia;10 - 243;PIKE;US
41;Huila;41 - 244;ELÍAS;CO
97;Vaupés;97 - 889;YAVARATÉ;CO
05;Antioquia;05 - 656;SAN JERÓNIMO;CO
10;Georgia;10 - 244;ROCKDALE;US
10;Georgia;10 - 245;SPALDING;US
10;Georgia;10 - 246;WALTON;US
41;Huila;41 - 306;GIGANTE;CO
99;Vichada;99 - 524;LA PRIMAVERA;CO
05;Antioquia;05 - 659;SAN JUAN DE URABÁ;CO
10;Georgia;10 - 247;BURKE;US
10;Georgia;10 - 248;COLUMBIA;US
10;Georgia;10 - 249;MCDUFFIE;US
41;Huila;41 - 349;HOBO;CO
99;Vichada;99 - 773;CUMARIBO;CO
05;Antioquia;05 - 664;SAN PEDRO DE LOS MILAGROS;CO
10;Georgia;10 - 250;RICHMOND;US
10;Georgia;10 - 251;BRANTLEY;US
41;Huila;41 - 359;ISNOS;CO
05;Antioquia;05 - 667;SAN RAFAEL;CO
10;Georgia;10 - 252;GLYNN;US
10;Georgia;10 - 253;MCINTOSH;US
41;Huila;41 - 396;LA PLATA;CO
05;Antioquia;05 - 674;SAN VICENTE;CO
10;Georgia;10 - 254;CATOOSA;US
10;Georgia;10 - 255;DADE;US
41;Huila;41 - 503;OPORAPA;CO
05;Antioquia;05 - 686;SANTA ROSA DE OSOS;CO
10;Georgia;10 - 256;WALKER;US
10;Georgia;10 - 257;CHATTAHOOCHEE;US
41;Huila;41 - 524;PALERMO;CO
05;Antioquia;05 - 697;EL SANTUARIO;CO
10;Georgia;10 - 258;HARRIS;US
10;Georgia;10 - 259;MARION;US
41;Huila;41 - 548;PITAL;CO
05;Antioquia;05 - 756;SONSON;CO
10;Georgia;10 - 260;MUSCOGEE;US
10;Georgia;10 - 261;MURRAY;US
41;Huila;41 - 615;RIVERA;CO
05;Antioquia;05 - 789;TÁMESIS;CO
10;Georgia;10 - 262;WHITFIELD;US
10;Georgia;10 - 263;HALL;US
41;Huila;41 - 668;SAN AGUSTÍN;CO
05;Antioquia;05 - 792;TARSO;CO
10;Georgia;10 - 264;LIBERTY;US
10;Georgia;10 - 265;LONG;US
41;Huila;41 - 770;SUAZA;CO
05;Antioquia;05 - 819;TOLEDO;CO
10;Georgia;10 - 266;BIBB;US
10;Georgia;10 - 267;CRAWFORD;US
41;Huila;41 - 797;TESALIA;CO
05;Antioquia;05 - 842;URAMITA;CO
10;Georgia;10 - 268;JONES;US
10;Georgia;10 - 269;MONROE;US
41;Huila;41 - 801;TERUEL;CO
05;Antioquia;05 - 854;VALDIVIA;CO
10;Georgia;10 - 270;TWIGGS;US
10;Georgia;10 - 271;FLOYD;US
41;Huila;41 - 872;VILLAVIEJA;CO
05;Antioquia;05 - 858;VEGACHÍ;CO
10;Georgia;10 - 272;BRYAN;US
10;Georgia;10 - 273;CHATHAM;US
44;La Guajira;44 - 001;RIOHACHA;CO
05;Antioquia;05 - 873;VIGÍA DEL FUERTE;CO
10;Georgia;10 - 274;EFFINGHAM;US
10;Georgia;10 - 275;BROOKS;US
44;La Guajira;44 - 078;BARRANCAS;CO
05;Antioquia;05 - 887;YARUMAL;CO
10;Georgia;10 - 276;ECHOLS;US
10;Georgia;10 - 277;LANIER;US
44;La Guajira;44 - 098;DISTRACCIÓN;CO
05;Antioquia;05 - 893;YONDÓ;CO
10;Georgia;10 - 278;LOWNDES;US
10;Georgia;10 - 279;HOUSTON;US
44;La Guajira;44 - 279;FONSECA;CO
08;Atlántico;08 - 001;BARRANQUILLA;CO
10;Georgia;10 - 280;APPLING;US
10;Georgia;10 - 281;ATKINSON;US
44;La Guajira;44 - 420;LA JAGUA DEL PILAR;CO
08;Atlántico;08 - 137;CAMPO DE LA CRUZ;CO
10;Georgia;10 - 282;BACON;US
44;La Guajira;44 - 560;MANAURE;CO
08;Atlántico;08 - 296;GALAPA;CO
44;La Guajira;44 - 847;URIBIA;CO
08;Atlántico;08 - 421;LURUACO;CO
44;La Guajira;44 - 874;VILLANUEVA;CO
08;Atlántico;08 - 436;MANATÍ;CO
10;Georgia;10 - 325;LUMPKIN;US
47;Magdalena;47 - 030;ALGARROBO;CO
08;Atlántico;08 - 549;PIOJÓ;CO
10;Georgia;10 - 326;MACON;US
10;Georgia;10 - 327;MILLER;US
47;Magdalena;47 - 058;ARIGUANÍ;CO
08;Atlántico;08 - 560;PONEDERA;CO
10;Georgia;10 - 328;MITCHELL;US
10;Georgia;10 - 329;MONTGOMERY;US
47;Magdalena;47 - 170;CHIBOLO;CO
08;Atlántico;08 - 606;REPELÓN;CO
10;Georgia;10 - 330;MORGAN;US
10;Georgia;10 - 331;PEACH;US
47;Magdalena;47 - 205;CONCORDIA;CO
08;Atlántico;08 - 638;SABANALARGA;CO
10;Georgia;10 - 332;PIERCE;US
10;Georgia;10 - 333;POLK;US
47;Magdalena;47 - 258;EL PIÑON;CO
08;Atlántico;08 - 685;SANTO TOMÁS;CO
10;Georgia;10 - 334;PULASKI;US
10;Georgia;10 - 335;PUTNAM;US
47;Magdalena;47 - 288;FUNDACIÓN;CO
08;Atlántico;08 - 770;SUAN;CO
10;Georgia;10 - 336;QUITMAN;US
10;Georgia;10 - 337;RABUN;US
47;Magdalena;47 - 460;NUEVA GRANADA;CO
08;Atlántico;08 - 849;USIACURÍ;CO
10;Georgia;10 - 338;RANDOLPH;US
10;Georgia;10 - 339;SCHLEY;US
47;Magdalena;47 - 545;PIJIÑO DEL CARMEN;CO
13;Bolívar;13 - 001;CARTAGENA;CO
10;Georgia;10 - 340;SCREVEN;US
10;Georgia;10 - 341;SEMINOLE;US
47;Magdalena;47 - 555;PLATO;CO
13;Bolívar;13 - 030;ALTOS DEL ROSARIO;CO
10;Georgia;10 - 342;STEPHENS;US
10;Georgia;10 - 343;STEWART;US
47;Magdalena;47 - 605;REMOLINO;CO
13;Bolívar;13 - 052;ARJONA;CO
10;Georgia;10 - 344;SUMTER;US
10;Georgia;10 - 345;TALBOT;US
47;Magdalena;47 - 675;SALAMINA;CO
13;Bolívar;13 - 074;BARRANCO DE LOBA;CO
10;Georgia;10 - 346;TALIAFERRO;US
10;Georgia;10 - 347;TATTNALL;US
47;Magdalena;47 - 703;SAN ZENÓN;CO
13;Bolívar;13 - 160;CANTAGALLO;CO
10;Georgia;10 - 348;TAYLOR;US
10;Georgia;10 - 349;TELFAIR;US
47;Magdalena;47 - 720;SANTA BÁRBARA DE PINTO;CO
13;Bolívar;13 - 212;CÓRDOBA;CO
10;Georgia;10 - 350;THOMAS;US
10;Georgia;10 - 351;TIFT;US
47;Magdalena;47 - 798;TENERIFE;CO
13;Bolívar;13 - 244;EL CARMEN DE BOLÍVAR;CO
10;Georgia;10 - 352;TOOMBS;US
10;Georgia;10 - 353;TOWNS;US
47;Magdalena;47 - 980;ZONA BANANERA;CO
13;Bolívar;13 - 268;EL PEÑÓN;CO
10;Georgia;10 - 354;TREUTLEN;US
10;Georgia;10 - 355;TROUP;US
50;Meta;50 - 006;ACACÍAS;CO
13;Bolívar;13 - 430;MAGANGUÉ;CO
10;Georgia;10 - 356;TURNER;US
10;Georgia;10 - 357;UNION;US
50;Meta;50 - 124;CABUYARO;CO
13;Bolívar;13 - 440;MARGARITA;CO
10;Georgia;10 - 358;UPSON;US
10;Georgia;10 - 359;WARE;US
50;Meta;50 - 223;CUBARRAL;CO
13;Bolívar;13 - 458;MONTECRISTO;CO
10;Georgia;10 - 360;WARREN;US
10;Georgia;10 - 361;WASHINGTON;US
50;Meta;50 - 245;EL CALVARIO;CO
13;Bolívar;13 - 473;MORALES;CO
10;Georgia;10 - 362;WAYNE;US
10;Georgia;10 - 363;WEBSTER;US
50;Meta;50 - 270;EL DORADO;CO
13;Bolívar;13 - 580;REGIDOR;CO
10;Georgia;10 - 364;WHEELER;US
50;Meta;50 - 313;GRANADA;CO
13;Bolívar;13 - 620;SAN CRISTÓBAL;CO
50;Meta;50 - 325;MAPIRIPÁN;CO
13;Bolívar;13 - 650;SAN FERNANDO;CO
50;Meta;50 - 350;LA MACARENA;CO
13;Bolívar;13 - 655;SAN JACINTO DEL CAUCA;CO
18;Louisiana;18 - 402;BEAUREGARD;US
18;Louisiana;18 - 403;BIENVILLE;US
50;Meta;50 - 400;LEJANÍAS;CO
13;Bolívar;13 - 667;SAN MARTÍN DE LOBA;CO
18;Louisiana;18 - 404;CALDWELL;US
18;Louisiana;18 - 405;CATAHOULA;US
50;Meta;50 - 568;PUERTO GAITÁN;CO
13;Bolívar;13 - 673;SANTA CATALINA;CO
18;Louisiana;18 - 406;CLAIBORNE;US
18;Louisiana;18 - 407;CONCORDIA;US
50;Meta;50 - 577;PUERTO LLERAS;CO
13;Bolívar;13 - 688;SANTA ROSA DEL SUR;CO
18;Louisiana;18 - 408;EAST CARROLL;US
18;Louisiana;18 - 409;EVANGELINE;US
50;Meta;50 - 606;RESTREPO;CO
13;Bolívar;13 - 760;SOPLAVIENTO;CO
18;Louisiana;18 - 410;FRANKLIN;US
18;Louisiana;18 - 411;IBERIA;US
50;Meta;50 - 683;SAN JUAN DE ARAMA;CO
13;Bolívar;13 - 810;TIQUISIO;CO
18;Louisiana;18 - 412;JACKSON;US
18;Louisiana;18 - 413;JEFFERSON DAVIS;US
50;Meta;50 - 689;SAN MARTÍN;CO
13;Bolívar;13 - 838;TURBANÁ;CO
18;Louisiana;18 - 414;LA SALLE;US
18;Louisiana;18 - 415;LINCOLN;US
52;Nariño;52 - 001;PASTO;CO
13;Bolívar;13 - 894;ZAMBRANO;CO
18;Louisiana;18 - 416;MADISON;US
18;Louisiana;18 - 417;MOREHOUSE;US
52;Nariño;52 - 022;ALDANA;CO
15;Boyacá;15 - 022;ALMEIDA;CO
18;Louisiana;18 - 418;NATCHITOCHES;US
18;Louisiana;18 - 419;RED RIVER;US
52;Nariño;52 - 051;ARBOLEDA;CO
15;Boyacá;15 - 051;ARCABUCO;CO
18;Louisiana;18 - 420;RICHLAND;US
18;Louisiana;18 - 421;SABINE;US
52;Nariño;52 - 083;BELÉN;CO
15;Boyacá;15 - 090;BERBEO;CO
18;Louisiana;18 - 422;ST JAMES;US
18;Louisiana;18 - 423;ST LANDRY;US
52;Nariño;52 - 203;COLÓN;CO
15;Boyacá;15 - 097;BOAVITA;CO
18;Louisiana;18 - 424;ST MARY;US
18;Louisiana;18 - 425;TANGIPAHOA;US
52;Nariño;52 - 210;CONTADERO;CO
15;Boyacá;15 - 106;BRICEÑO;CO
18;Louisiana;18 - 426;TENSAS;US
18;Louisiana;18 - 427;VERMILION;US
52;Nariño;52 - 224;CUASPUD;CO
15;Boyacá;15 - 114;BUSBANZÁ;CO
18;Louisiana;18 - 428;VERNON;US
18;Louisiana;18 - 429;WASHINGTON;US
52;Nariño;52 - 233;CUMBITARA;CO
15;Boyacá;15 - 135;CAMPOHERMOSO;CO
18;Louisiana;18 - 430;WEBSTER;US
18;Louisiana;18 - 431;WEST CARROLL;US
52;Nariño;52 - 250;EL CHARCO;CO
15;Boyacá;15 - 172;CHINAVITA;CO
