REGION_CODE;REGION_NAME;CITY_CODE;CITY_NAME;COUNTRY_CODE
25;Cundinamarca;25 - 518;PAIME;CO
38;Pennsylvania;38 - 815;WYOMING;US
38;Pennsylvania;38 - 816;CENTRE;US
38;Pennsylvania;38 - 817;LYCOMING;US
38;Pennsylvania;38 - 818;YORK;US
38;Pennsylvania;38 - 819;MERCER;US
38;Pennsylvania;38 - 820;ADAMS;US
38;Pennsylvania;38 - 821;BEDFORD;US
38;Pennsylvania;38 - 822;BRADFORD;US
38;Pennsylvania;38 - 823;CAMERON;US
38;Pennsylvania;38 - 824;CLARION;US
38;Pennsylvania;38 - 825;CLEARFIELD;US
38;Pennsylvania;38 - 826;CLINTON;US
38;Pennsylvania;38 - 827;COLUMBIA;US
38;Pennsylvania;38 - 828;CRAWFORD;US
38;Pennsylvania;38 - 829;ELK;US
38;Pennsylvania;38 - 830;FOREST;US
38;Pennsylvania;38 - 831;FRANKLIN;US
38;Pennsylvania;38 - 832;FULTON;US
38;Pennsylvania;38 - 833;GREENE;US
38;Pennsylvania;38 - 834;HUNTINGDON;US
38;Pennsylvania;38 - 835;INDIANA;US
38;Pennsylvania;38 - 836;JEFFERSON;US
38;Pennsylvania;38 - 837;JUNIATA;US
38;Pennsylvania;38 - 838;LAWRENCE;US
38;Pennsylvania;38 - 839;MCKEAN;US
38;Pennsylvania;38 - 840;MIFFLIN;US
38;Pennsylvania;38 - 841;MONROE;US
38;Pennsylvania;38 - 842;MONTOUR;US
38;Pennsylvania;38 - 843;NORTHUMBERLAND;US
38;Pennsylvania;38 - 844;POTTER;US
38;Pennsylvania;38 - 845;SCHUYLKILL;US
38;Pennsylvania;38 - 846;SNYDER;US
38;Pennsylvania;38 - 847;SOMERSET;US
38;Pennsylvania;38 - 848;SULLIVAN;US
38;Pennsylvania;38 - 849;SUSQUEHANNA;US
38;Pennsylvania;38 - 850;TIOGA;US
38;Pennsylvania;38 - 851;UNION;US
38;Pennsylvania;38 - 852;VENANGO;US
38;Pennsylvania;38 - 853;WARREN;US
38;Pennsylvania;38 - 854;WAYNE;US
40;South Carolina;40 - 855;ANDERSON;US
40;South Carolina;40 - 856;AIKEN;US
40;South Carolina;40 - 857;EDGEFIELD;US
40;South Carolina;40 - 858;BERKELEY;US
40;South Carolina;40 - 859;CHARLESTON;US
40;South Carolina;40 - 860;DORCHESTER;US
40;South Carolina;40 - 861;YORK;US
40;South Carolina;40 - 862;CALHOUN;US
40;South Carolina;40 - 863;FAIRFIELD;US
40;South Carolina;40 - 864;KERSHAW;US
40;South Carolina;40 - 865;LEXINGTON;US
40;South Carolina;40 - 866;RICHLAND;US
40;South Carolina;40 - 867;SALUDA;US
40;South Carolina;40 - 868;DARLINGTON;US
40;South Carolina;40 - 869;FLORENCE;US
40;South Carolina;40 - 870;GREENVILLE;US
40;South Carolina;40 - 871;LAURENS;US
40;South Carolina;40 - 872;PICKENS;US
40;South Carolina;40 - 873;HORRY;US
40;South Carolina;40 - 874;SPARTANBURG;US
40;South Carolina;40 - 875;SUMTER;US
40;South Carolina;40 - 876;ABBEVILLE;US
40;South Carolina;40 - 877;ALLENDALE;US
40;South Carolina;40 - 878;BAMBERG;US
40;South Carolina;40 - 879;BARNWELL;US
40;South Carolina;40 - 880;BEAUFORT;US
40;South Carolina;40 - 881;CHEROKEE;US
40;South Carolina;40 - 882;CHESTER;US
40;South Carolina;40 - 883;CHESTERFIELD;US
40;South Carolina;40 - 884;CLARENDON;US
40;South Carolina;40 - 885;COLLETON;US
40;South Carolina;40 - 886;DILLON;US
40;South Carolina;40 - 887;GEORGETOWN;US
40;South Carolina;40 - 888;GREENWOOD;US
40;South Carolina;40 - 889;HAMPTON;US
40;South Carolina;40 - 890;JASPER;US
40;South Carolina;40 - 891;LANCASTER;US
40;South Carolina;40 - 892;LEE;US
40;South Carolina;40 - 893;MARION;US
40;South Carolina;40 - 894;MARLBORO;US
40;South Carolina;40 - 895;MCCORMICK;US
40;South Carolina;40 - 896;NEWBERRY;US
40;South Carolina;40 - 897;OCONEE;US
40;South Carolina;40 - 898;ORANGEBURG;US
40;South Carolina;40 - 899;UNION;US
40;South Carolina;40 - 900;WILLIAMSBURG;US
43;Texas;43 - 901;CALLAHAN;US
43;Texas;43 - 902;JONES;US
43;Texas;43 - 903;TAYLOR;US
43;Texas;43 - 904;ARMSTRONG;US
43;Texas;43 - 905;CARSON;US
43;Texas;43 - 906;POTTER;US
43;Texas;43 - 907;RANDALL;US
43;Texas;43 - 908;BASTROP;US
43;Texas;43 - 909;CALDWELL;US
43;Texas;43 - 910;HAYS;US
43;Texas;43 - 911;TRAVIS;US
43;Texas;43 - 912;WILLIAMSON;US
43;Texas;43 - 913;HARDIN;US
43;Texas;43 - 914;JEFFERSON;US
43;Texas;43 - 915;ORANGE;US
43;Texas;43 - 916;CAMERON;US
43;Texas;43 - 917;BRAZOS;US
43;Texas;43 - 918;BURLESON;US
43;Texas;43 - 919;ROBERTSON;US
43;Texas;43 - 920;ARANSAS;US
43;Texas;43 - 921;NUECES;US
43;Texas;43 - 922;SAN PATRICIO;US
43;Texas;43 - 923;COLLIN;US
43;Texas;43 - 924;DALLAS;US
43;Texas;43 - 925;DELTA;US
43;Texas;43 - 926;DENTON;US
43;Texas;43 - 927;ELLIS;US
43;Texas;43 - 928;HUNT;US
43;Texas;43 - 929;JOHNSON;US
43;Texas;43 - 930;KAUFMAN;US
43;Texas;43 - 931;PARKER;US
43;Texas;43 - 932;ROCKWALL;US
43;Texas;43 - 933;TARRANT;US
43;Texas;43 - 934;WISE;US
43;Texas;43 - 935;EL PASO;US
43;Texas;43 - 936;AUSTIN;US
43;Texas;43 - 937;BRAZORIA;US
43;Texas;43 - 938;CHAMBERS;US
43;Texas;43 - 939;FORT BEND;US
43;Texas;43 - 940;GALVESTON;US
43;Texas;43 - 941;HARRIS;US
43;Texas;43 - 942;LIBERTY;US
43;Texas;43 - 943;MONTGOMERY;US
43;Texas;43 - 944;SAN JACINTO;US
43;Texas;43 - 945;WALLER;US
43;Texas;43 - 946;BELL;US
43;Texas;43 - 947;CORYELL;US
43;Texas;43 - 948;LAMPASAS;US
43;Texas;43 - 949;WEBB;US
43;Texas;43 - 950;GREGG;US
43;Texas;43 - 951;RUSK;US
43;Texas;43 - 952;UPSHUR;US
43;Texas;43 - 953;CROSBY;US
43;Texas;43 - 954;LUBBOCK;US
43;Texas;43 - 955;HIDALGO;US
43;Texas;43 - 956;MIDLAND;US
43;Texas;43 - 957;ECTOR;US
43;Texas;43 - 958;IRION;US
43;Texas;43 - 959;TOM GREEN;US
43;Texas;43 - 960;ATASCOSA;US
43;Texas;43 - 961;BANDERA;US
43;Texas;43 - 962;BEXAR;US
43;Texas;43 - 963;COMAL;US
43;Texas;43 - 964;GUADALUPE;US
43;Texas;43 - 965;KENDALL;US
43;Texas;43 - 966;MEDINA;US
43;Texas;43 - 967;WILSON;US
43;Texas;43 - 968;GRAYSON;US
43;Texas;43 - 969;BOWIE;US
43;Texas;43 - 970;SMITH;US
43;Texas;43 - 971;CALHOUN;US
43;Texas;43 - 972;GOLIAD;US
43;Texas;43 - 973;VICTORIA;US
43;Texas;43 - 974;MCLENNAN;US
43;Texas;43 - 975;ARCHER;US
43;Texas;43 - 976;CLAY;US
43;Texas;43 - 977;WICHITA;US
43;Texas;43 - 978;ANDERSON;US
43;Texas;43 - 979;ANDREWS;US
43;Texas;43 - 980;ANGELINA;US
43;Texas;43 - 981;BAILEY;US
43;Texas;43 - 982;BAYLOR;US
43;Texas;43 - 983;BEE;US
43;Texas;43 - 984;BLANCO;US
43;Texas;43 - 985;BORDEN;US
43;Texas;43 - 986;BOSQUE;US
43;Texas;43 - 987;BREWSTER;US
43;Texas;43 - 988;BRISCOE;US
43;Texas;43 - 989;BROOKS;US
43;Texas;43 - 990;BROWN;US
43;Texas;43 - 991;BURNET;US
43;Texas;43 - 992;CAMP;US
43;Texas;43 - 993;CASS;US
43;Texas;43 - 994;CASTRO;US
43;Texas;43 - 995;CHEROKEE;US
43;Texas;43 - 996;CHILDRESS;US
43;Texas;43 - 997;COCHRAN;US
43;Texas;43 - 998;COKE;US
43;Texas;43 - 999;COLEMAN;US
43;Texas;43 - 1000;COLLINGSWORTH;US
43;Texas;43 - 1001;COLORADO;US
43;Texas;43 - 1002;COMANCHE;US
43;Texas;43 - 1003;CONCHO;US
43;Texas;43 - 1004;COOKE;US
43;Texas;43 - 1005;COTTLE;US
43;Texas;43 - 1006;CRANE;US
43;Texas;43 - 1007;CROCKETT;US
43;Texas;43 - 1008;CULBERSON;US
43;Texas;43 - 1009;DALLAM;US
43;Texas;43 - 1010;DAWSON;US
43;Texas;43 - 1011;DE WITT;US
43;Texas;43 - 1012;DEAF SMITH;US
43;Texas;43 - 1013;DICKENS;US
43;Texas;43 - 1014;DIMMIT;US
43;Texas;43 - 1015;DONLEY;US
43;Texas;43 - 1016;DUVAL;US
43;Texas;43 - 1017;EASTLAND;US
43;Texas;43 - 1018;EDWARDS;US
43;Texas;43 - 1019;ERATH;US
43;Texas;43 - 1020;FALLS;US
43;Texas;43 - 1021;FANNIN;US
43;Texas;43 - 1022;FAYETTE;US
43;Texas;43 - 1023;FISHER;US
43;Texas;43 - 1024;FLOYD;US
43;Texas;43 - 1025;FOARD;US
43;Texas;43 - 1026;FRANKLIN;US
43;Texas;43 - 1027;FREESTONE;US
43;Texas;43 - 1028;FRIO;US
43;Texas;43 - 1029;GAINES;US
43;Texas;43 - 1030;GARZA;US
43;Texas;43 - 1031;GILLESPIE;US
43;Texas;43 - 1032;GLASSCOCK;US
43;Texas;43 - 1033;GONZALES;US
43;Texas;43 - 1034;GRAY;US
43;Texas;43 - 1035;GRIMES;US
43;Texas;43 - 1036;HALE;US
43;Texas;43 - 1037;HALL;US
43;Texas;43 - 1038;HAMILTON;US
43;Texas;43 - 1039;HANSFORD;US
43;Texas;43 - 1040;HARDEMAN;US
43;Texas;43 - 1041;HARRISON;US
43;Texas;43 - 1042;HARTLEY;US
43;Texas;43 - 1043;HASKELL;US
43;Texas;43 - 1044;HEMPHILL;US
43;Texas;43 - 1045;HENDERSON;US
43;Texas;43 - 1046;HILL;US
43;Texas;43 - 1047;HOCKLEY;US
43;Texas;43 - 1048;HOOD;US
43;Texas;43 - 1049;HOPKINS;US
43;Texas;43 - 1050;HOUSTON;US
43;Texas;43 - 1051;HOWARD;US
43;Texas;43 - 1052;HUDSPETH;US
43;Texas;43 - 1053;HUTCHINSON;US
43;Texas;43 - 1054;JACK;US
43;Texas;43 - 1055;JACKSON;US
43;Texas;43 - 1056;JASPER;US
43;Texas;43 - 1057;JEFF DAVIS;US
43;Texas;43 - 1058;JIM HOGG;US
43;Texas;43 - 1059;JIM WELLS;US
43;Texas;43 - 1060;KARNES;US
43;Texas;43 - 1061;KENEDY;US
43;Texas;43 - 1062;KENT;US
43;Texas;43 - 1063;KERR;US
43;Texas;43 - 1064;KIMBLE;US
43;Texas;43 - 1065;KING;US
43;Texas;43 - 1066;KINNEY;US
43;Texas;43 - 1067;KLEBERG;US
43;Texas;43 - 1068;KNOX;US
43;Texas;43 - 1069;LA SALLE;US
43;Texas;43 - 1070;LAMAR;US
43;Texas;43 - 1071;LAMB;US
43;Texas;43 - 1072;LAVACA;US
43;Texas;43 - 1073;LEE;US
43;Texas;43 - 1074;LEON;US
43;Texas;43 - 1075;LIMESTONE;US
43;Texas;43 - 1076;LIPSCOMB;US
43;Texas;43 - 1077;LIVE OAK;US
43;Texas;43 - 1078;LLANO;US
43;Texas;43 - 1079;LOVING;US
43;Texas;43 - 1080;LYNN;US
43;Texas;43 - 1081;MADISON;US
43;Texas;43 - 1082;MARION;US
43;Texas;43 - 1083;MARTIN;US
43;Texas;43 - 1084;MASON;US
43;Texas;43 - 1085;MATAGORDA;US
43;Texas;43 - 1086;MAVERICK;US
43;Texas;43 - 1087;MCCULLOCH;US
43;Texas;43 - 1088;MCMULLEN;US
43;Texas;43 - 1089;MENARD;US
43;Texas;43 - 1090;MILAM;US
43;Texas;43 - 1091;MILLS;US
43;Texas;43 - 1092;MITCHELL;US
43;Texas;43 - 1093;MONTAGUE;US
43;Texas;43 - 1094;MOORE;US
43;Texas;43 - 1095;MORRIS;US
43;Texas;43 - 1096;MOTLEY;US
43;Texas;43 - 1097;NACOGDOCHES;US
43;Texas;43 - 1098;NAVARRO;US
43;Texas;43 - 1099;NEWTON;US
43;Texas;43 - 1100;NOLAN;US
43;Texas;43 - 1101;OCHILTREE;US
43;Texas;43 - 1102;OLDHAM;US
43;Texas;43 - 1103;PALO PINTO;US
43;Texas;43 - 1104;PANOLA;US
43;Texas;43 - 1105;PARMER;US
43;Texas;43 - 1106;PECOS;US
43;Texas;43 - 1107;POLK;US
43;Texas;43 - 1108;PRESIDIO;US
43;Texas;43 - 1109;RAINS;US
43;Texas;43 - 1110;REAGAN;US
43;Texas;43 - 1111;REAL;US
43;Texas;43 - 1112;RED RIVER;US
43;Texas;43 - 1113;REEVES;US
43;Texas;43 - 1114;REFUGIO;US
43;Texas;43 - 1115;ROBERTS;US
43;Texas;43 - 1116;RUNNELS;US
43;Texas;43 - 1117;SABINE;US
43;Texas;43 - 1118;SAN AUGUSTINE;US
43;Texas;43 - 1119;SAN SABA;US
43;Texas;43 - 1120;SCHLEICHER;US
43;Texas;43 - 1121;SCURRY;US
43;Texas;43 - 1122;SHACKELFORD;US
43;Texas;43 - 1123;SHELBY;US
43;Texas;43 - 1124;SHERMAN;US
43;Texas;43 - 1125;SOMERVELL;US
43;Texas;43 - 1126;STARR;US
43;Texas;43 - 1127;STEPHENS;US
43;Texas;43 - 1128;STERLING;US
43;Texas;43 - 1129;STONEWALL;US
43;Texas;43 - 1130;SUTTON;US
43;Texas;43 - 1131;SWISHER;US
43;Texas;43 - 1132;TERRELL;US
43;Texas;43 - 1133;TERRY;US
43;Texas;43 - 1134;THROCKMORTON;US
43;Texas;43 - 1135;TITUS;US
43;Texas;43 - 1136;TRINITY;US
43;Texas;43 - 1137;TYLER;US
43;Texas;43 - 1138;UPTON;US
43;Texas;43 - 1139;UVALDE;US
43;Texas;43 - 1140;VAL VERDE;US
43;Texas;43 - 1141;VAN ZANDT;US
43;Texas;43 - 1142;WALKER;US
43;Texas;43 - 1143;WARD;US
43;Texas;43 - 1144;WASHINGTON;US
43;Texas;43 - 1145;WHARTON;US
43;Texas;43 - 1146;WHEELER;US
43;Texas;43 - 1147;WILBARGER;US
43;Texas;43 - 1148;WILLACY;US
43;Texas;43 - 1149;WINKLER;US
43;Texas;43 - 1150;WOOD;US
43;Texas;43 - 1151;YOAKUM;US
43;Texas;43 - 1152;YOUNG;US
43;Texas;43 - 1153;ZAPATA;US
43;Texas;43 - 1154;ZAVALA;US
46;Virginia;46 - 1155;GILES;US
46;Virginia;46 - 1156;MONTGOMERY;US
46;Virginia;46 - 1157;PULASKI;US
46;Virginia;46 - 1158;ALBEMARLE;US
46;Virginia;46 - 1159;FLUVANNA;US
46;Virginia;46 - 1160;GREENE;US
46;Virginia;46 - 1161;NELSON;US
46;Virginia;46 - 1162;PITTSYLVANIA;US
46;Virginia;46 - 1163;ROCKINGHAM;US
46;Virginia;46 - 1164;SCOTT;US
46;Virginia;46 - 1165;WASHINGTON;US
46;Virginia;46 - 1166;AMHERST;US
46;Virginia;46 - 1167;APPOMATTOX;US
46;Virginia;46 - 1168;BEDFORD;US
46;Virginia;46 - 1169;CAMPBELL;US
46;Virginia;46 - 1170;AMELIA;US
46;Virginia;46 - 1171;CAROLINE;US
46;Virginia;46 - 1172;CHARLES CITY;US
46;Virginia;46 - 1173;CHESTERFIELD;US
46;Virginia;46 - 1174;CUMBERLAND;US
46;Virginia;46 - 1175;DINWIDDIE;US
46;Virginia;46 - 1176;GOOCHLAND;US
46;Virginia;46 - 1177;HANOVER;US
46;Virginia;46 - 1178;HENRICO;US
46;Virginia;46 - 1179;KING & QUEEN;US
46;Virginia;46 - 1180;KING WILLIAM;US
46;Virginia;46 - 1181;LOUISA;US
46;Virginia;46 - 1182;NEW KENT;US
46;Virginia;46 - 1183;POWHATAN;US
46;Virginia;46 - 1184;PRINCE GEORGE;US
46;Virginia;46 - 1185;SUSSEX;US
46;Virginia;46 - 1186;BOTETOURT;US
46;Virginia;46 - 1187;CRAIG;US
46;Virginia;46 - 1188;FRANKLIN;US
46;Virginia;46 - 1189;ROANOKE;US
46;Virginia;46 - 1190;GLOUCESTER;US
46;Virginia;46 - 1191;HAMPTON CITY;US
46;Virginia;46 - 1192;ISLE OF WIGHT;US
46;Virginia;46 - 1193;JAMES CITY;US
46;Virginia;46 - 1194;MATHEWS;US
46;Virginia;46 - 1195;NEWPORT NEWS;US
46;Virginia;46 - 1196;NORFOLK;US
46;Virginia;46 - 1197;SUFFOLK;US
46;Virginia;46 - 1198;SURRY;US
46;Virginia;46 - 1199;VIRGINIA BEACH;US
46;Virginia;46 - 1200;YORK;US
46;Virginia;46 - 1201;ARLINGTON;US
46;Virginia;46 - 1202;CLARKE;US
46;Virginia;46 - 1203;FAIRFAX;US
46;Virginia;46 - 1204;FAUQUIER;US
46;Virginia;46 - 1205;LOUDOUN;US
46;Virginia;46 - 1206;PRINCE WILLIAM;US
46;Virginia;46 - 1207;SPOTSYLVANIA;US
46;Virginia;46 - 1208;STAFFORD;US
46;Virginia;46 - 1209;WARREN;US
46;Virginia;46 - 1210;FREDERICK;US
46;Virginia;46 - 1211;ACCOMACK;US
46;Virginia;46 - 1212;ALLEGHANY;US
46;Virginia;46 - 1213;AUGUSTA;US
46;Virginia;46 - 1214;BATH;US
46;Virginia;46 - 1215;BLAND;US
46;Virginia;46 - 1216;BRUNSWICK;US
46;Virginia;46 - 1217;BUCHANAN;US
46;Virginia;46 - 1218;BUCKINGHAM;US
46;Virginia;46 - 1219;CARROLL;US
46;Virginia;46 - 1220;CHARLOTTE;US
46;Virginia;46 - 1221;CULPEPER;US
46;Virginia;46 - 1222;DICKENSON;US
46;Virginia;46 - 1223;ESSEX;US
46;Virginia;46 - 1224;FLOYD;US
46;Virginia;46 - 1225;GRAYSON;US
46;Virginia;46 - 1226;GREENSVILLE;US
46;Virginia;46 - 1227;HALIFAX;US
46;Virginia;46 - 1228;HENRY;US
46;Virginia;46 - 1229;HIGHLAND;US
46;Virginia;46 - 1230;KING GEORGE;US
46;Virginia;46 - 1231;LANCASTER;US
46;Virginia;46 - 1232;LEE;US
46;Virginia;46 - 1233;LUNENBURG;US
46;Virginia;46 - 1234;MADISON;US
46;Virginia;46 - 1235;MECKLENBURG;US
46;Virginia;46 - 1236;MIDDLESEX;US
46;Virginia;46 - 1237;NORTHAMPTON;US
46;Virginia;46 - 1238;NORTHUMBERLAND;US
46;Virginia;46 - 1239;NOTTOWAY;US
46;Virginia;46 - 1240;ORANGE;US
46;Virginia;46 - 1241;PAGE;US
46;Virginia;46 - 1242;PATRICK;US
46;Virginia;46 - 1243;PRINCE EDWARD;US
46;Virginia;46 - 1244;RAPPAHANNOCK;US
46;Virginia;46 - 1245;RICHMOND;US
46;Virginia;46 - 1246;ROCKBRIDGE;US
46;Virginia;46 - 1247;RUSSELL;US
46;Virginia;46 - 1248;SHENANDOAH;US
46;Virginia;46 - 1249;SMYTH;US
46;Virginia;46 - 1250;SOUTHAMPTON;US
46;Virginia;46 - 1251;TAZEWELL;US
46;Virginia;46 - 1252;WESTMORELAND;US
46;Virginia;46 - 1253;WISE;US
46;Virginia;46 - 1254;WYTHE;US
48;West Virginia;48 - 1255;BOONE;US
48;West Virginia;48 - 1256;CLAY;US
48;West Virginia;48 - 1257;KANAWHA;US
48;West Virginia;48 - 1258;LINCOLN;US
48;West Virginia;48 - 1259;PUTNAM;US
48;West Virginia;48 - 1260;MINERAL;US
48;West Virginia;48 - 1261;BERKELEY;US
48;West Virginia;48 - 1262;MORGAN;US
48;West Virginia;48 - 1263;CABELL;US
48;West Virginia;48 - 1264;WAYNE;US
48;West Virginia;48 - 1265;MONONGALIA;US
48;West Virginia;48 - 1266;PRESTON;US
48;West Virginia;48 - 1267;PLEASANTS;US
48;West Virginia;48 - 1268;WIRT;US
48;West Virginia;48 - 1269;WOOD;US
48;West Virginia;48 - 1270;JEFFERSON;US
48;West Virginia;48 - 1271;BROOKE;US
48;West Virginia;48 - 1272;HANCOCK;US
48;West Virginia;48 - 1273;MARSHALL;US
48;West Virginia;48 - 1274;OHIO;US
48;West Virginia;48 - 1275;HAMPSHIRE;US
48;West Virginia;48 - 1276;BARBOUR;US
48;West Virginia;48 - 1277;BRAXTON;US
48;West Virginia;48 - 1278;CALHOUN;US
48;West Virginia;48 - 1279;DODDRIDGE;US
48;West Virginia;48 - 1280;FAYETTE;US
48;West Virginia;48 - 1281;GILMER;US
48;West Virginia;48 - 1282;GRANT;US
48;West Virginia;48 - 1283;GREENBRIER;US
48;West Virginia;48 - 1284;HARDY;US
48;West Virginia;48 - 1285;HARRISON;US
48;West Virginia;48 - 1286;JACKSON;US
48;West Virginia;48 - 1287;LEWIS;US
48;West Virginia;48 - 1288;LOGAN;US
48;West Virginia;48 - 1289;MARION;US
48;West Virginia;48 - 1290;MASON;US
48;West Virginia;48 - 1291;MCDOWELL;US
48;West Virginia;48 - 1292;MERCER;US
48;West Virginia;48 - 1293;MINGO;US
48;West Virginia;48 - 1294;MONROE;US
48;West Virginia;48 - 1295;NICHOLAS;US
48;West Virginia;48 - 1296;PENDLETON;US
48;West Virginia;48 - 1297;POCAHONTAS;US
48;West Virginia;48 - 1298;RALEIGH;US
48;West Virginia;48 - 1299;RANDOLPH;US
48;West Virginia;48 - 1300;RITCHIE;US
48;West Virginia;48 - 1301;ROANE;US
48;West Virginia;48 - 1302;SUMMERS;US
48;West Virginia;48 - 1303;TAYLOR;US
48;West Virginia;48 - 1304;TUCKER;US
48;West Virginia;48 - 1305;TYLER;US
48;West Virginia;48 - 1306;UPSHUR;US
48;West Virginia;48 - 1307;WEBSTER;US
48;West Virginia;48 - 1308;WETZEL;US
48;West Virginia;48 - 1309;WYOMING;US
